,Unnamed: 0,saudi-line
2274,2303,والي كانت هايمه في عيون تعجبها نظرته هادي تحس فيها جاذبيه وخصوصا لمن يعصب
2275,2304,هي انتي ليه تطالعيلي كدا
2276,2305,الي دوبها تفوق ها لا ولاشي
2277,2306,اخت انا احذرك للمره الاخيره لاتتعرضيلي ولا تحاولي او مجرد تفكري مجرد تفكير توقفي في طريقي او تكلميني مره تانيه انتي فاهمه ويروح ويخصرها وما يستني تعليقها
2278,2307,وبعد كم يوم بيركب سيارته
2279,2308,تفتح باب سيارته وتركب
2280,2310,انتي ماتقوليلي ايش تبي وكيف تدخلي سيارتي بدون اذن
2281,2311,بدلع عايدي ماعندي احد يوصلني وقلت انت توصلني مافيها شي
2282,2312,واذا قلتلك انا ما ابغا اوصلك
2283,2313,برضو عايدي بكلمك شويه بعدين اطلع
2284,2314,ياربي انتي ماتفهمي ايش قلتلك اخر مره
2285,2315,انا بس حبيت اقلك حاجه او بالاحري اقلك موضوعي الخاص الي من المره الاولي وانت ذالني عليه
2286,2316,اخيرا طيب يالله قوليه وفكيني
2287,2317,والي بدي الخجل علي وجهها لاول مره في الحياه انااناانا احبـك
2288,2318,انصدم من كلمتها هادي وحس نفسه بيقوم ويعطيها كف من متي تحبه هالبنت الوقحه وباي حق وما بينهم علاقه و
2289,2320,ولا شي وايش كمان
2290,2321,ايش الي ايش كمان انا اقولك انا احبك
2291,2322,ببرود شديد والمطلووب
2292,2323,انقهرت منه ومن برووده وطلعت من السياره زعلانه مره وعلي الاخر والدموع تنزل من عينها
2293,2324,وبما ان ابوها اكبر مسؤول بالجامعه فهيا بلغته باشياء وقالتله يوقف في طريق ويبهدله وطبعا ابوها استجاب لطلب بنته الوحيده وقرر يوقف في طريق
2294,2325,وفي يوم من الايام كان في حصه من حصصه وطلبه مدير الجامعه
2295,2326,شكرا ايش الموضوع الي تبغاني فيه يا استاذ
2296,2327,مدري ايش اقلك بس انت مهدد بالفصل
2297,2328,نزلت الكلمه علي زي الصاعقه
2298,2329,ايش وليه
2299,2330,والله علمي علمك بس هادي اوامر من جهات عليه ولازم علي انفذها
2300,2331,يؤ طيب والمطلوب مني
2301,2332,ما ادري بس انا الي اعتقده انك عامل مشكله مع احد ابناء المسؤولين وهما قررو يعترضو طريقك وانت عارف انك علي تخرج وما بقيلك غير شهرين علي الاختبارات ووقوفهم في طريقك صعب مره يعني حيهدمو عمل ودراسه ثلاث سنين تقريبا
2302,2333,المصدوم من هالكلام معقوله تنهدم سنتين او تلات سنين تقريبا من عمره عشان ديك البنت التافهه معقوله يخسر تغريبته وبعده عن اهله عشان ديك البنت الوقحه ليه وباي حق
2303,2334,انا انصحك تشوف طريقك ومصلحتك وتري لو مارضيت الي انت مزعله او شفت له حل ممكن يتعرضو لك في اختباراتك وتنقيص درجاتك وانا ما بيدي حيله ولا اقدر اسوي لك شي انا هنا مامور زيي زيك
2304,2335,طيب يادكتور انا حاشوف الموضوع
2305,2336,طيب بس اهم شي حاول باقصي سرعه لان المده الي عنده عشرين يوم بس واخاف يجيني قرار بفصلك نهائيا بعد كم يوم وتدري هنا امريكا مو زي بلدكم هنا الظلم اساس الحياه
2306,2337,والي خلاص حس الشرر بيندر من عيونه والنار تغلي في جوفه طيب مع السلامه
2307,2338,لمن طلع من عند غرفه المدير وعلي سيارته ولقي وكان معصب علي الاخر وحكاهم علي الي صار معاه وهوا يمشي باخر سرعه وصار من بعدها الحادث بسبب ديك البنت وبسبب زعل
2308,2339,قعد يتذكر كل دا من اول لحظه لاخرها فبدي الحقد يتسلل لقلبه وبدي يكره هالبنت فوق كره لها من جد حس بوقاحتها وقله انسانيتها والي مزعله اكثر انها من بلده من السعوديه من ارض الحرمين من ارض الطهر والعفاف مو مصدق من هالبلد تطلع بنت زي كدا وبي دي الاخلاق ويقطع عليه تفكيره
2309,2340,في بيت اجتماع العيله لدا الاسبوع والكل مبسوط وسعيد
2310,2341,في مجلس الرجال قاعدين الرجال الكبار لحالهم علي الطرف وقاعدين لحالهم
2311,2342,انت ماتقولي من فين زيت
2312,2343,مدري يمكن من غرفتي
2313,2344,طيب روح فارق
2314,2345,انا احسن منك عشان كدا انتا زعلان
2315,2346,خلاص يا اولاد افترو كل واحد فيكم اخس من التاني تري وانا احسنكم
2316,2347,ه ياحليلهم هالبزوره يجننو خصوصا ولد لزووز
2317,2348,اي والله لزوز مره وزي القمر دا بسمه البيت الي مانستغني عنها
2318,2349,الله يخليه لكم ولابوه بس ما تلاحظ بدل الالدغ صار عندنا اتنين
2319,2350,ايش اتنين
2320,2351,ه يعني الاتنين من طينه وحده ويتكلمو بنفس الاسلوب بس الله يهديهم ما يتفقو
2321,2352,ه ايوه والله صح
2322,2353,بس تصدق الجلسه ماتحلي الا بوجود
2323,2354,ايوه والله نفتقدهم مره
2324,2355,الا متي بيرجعوو
2325,2356,والله مدري عنهم بس اعتقد بقيله تلات شهور او اكثر
2326,2357,واو يالله الله يرجعهم بالسلامه
2327,2358,الله يسمع منك
2328,2359,وفي الجهه التانيه من المجلس وفي كلام محد يدري عنه غير الكبار
2329,2360,ها ايش قلت
2330,2361,والله احنا ما بنلاقي احسن من ولدكم بس ماتشوف انهم صغار لسه
2331,2362,اي صغار الله يهديك وبعدين احنا ماقلنا بنجوزهم دحين انا قلت بس نسوي خطبه ولا ملكه والفرح بعد ما يتخرج يويشتغل وبعدين علي الاقل نطمئن بس انه البنت لولدنا ومو يجي احد غريب وياخدها مننا
2332,2363,الي مو حاب يكسر بخاطر اخوه انا من جهتي موافق بس تدري لازم نستشير البنت
2333,2364,اكييد حقكم بس تعتقد انها ممكن ترفض
2334,2365,لا طبعا هيا فين تلاقي زي والله رجال ولا كل الرجال
2335,2366,والي انبسط مره انه كل شي بيمشي حسب تخطيطاته الله يسلمك يا اخويه ودا العشم فيك
2336,2367,وبعدين في وقت لاحق بعد ما يرجع لبيته مع اهله
2337,2368,ايش الكلام الي بتقوله دا انت اتجننت
2338,2369,كلامك علي عيني وراسي يابابا بس والله مايصير تخطبولي وتحددو علي كيفكم يعني انا مو رجال ولا انا مو مالي عينكم ومالي قرار في مستقبلي ولا كمان ايش كلمتو اهل البنت ولا كانه ليا دور في كل هالمسرحيه التافهه
2339,2370,عصب مره من كلام ولده انت عارف ايش بتقول
2340,2371,استدرك نفسه وعرف انه زودها شويه فقال انا اسف يا بابا والله ما اقصد ازعلك بس من جد شي يقهر يعني انت حط نفسك في محلي ما بتنقهر لمن يصير كل دا من وراك طيب علي الاقل بس ادوني خبر ومو لازم تاخدو رايي بس خبر ياهوو ما بيكثر عليكم
2341,2372,حس بغلطه وانحرج قدام ولده والله ياولدي انا الي اسف صحيح انا كان لازم اكلمك واخد رايك في الاول بس والله ما جا ببالي انك بتردني او ترفضلي طلبي وبعدين بنت ولا كل البنات جمال وخلق ودين واي واحد يتمناها فما جا في بالي ابدا انها مابتعجبك او انك ما بتوافق تاخدها
2342,2373,ياربي والله يا بابا مو علي تعجبني ولالا بس انا اقصد
2343,2374,لاتقصد ولا ماتقصد يعني انت ناوي تنزل كلمتي عند عمك
2344,2375,مو علي كدا والله بس انا ببالي تخطيطات لمستقبلي واشياء كتيره انا نفسي اسويها والزواج لسه بدري عليه
2345,2376,وبعدين انت ناسي انه لسه ما اشتغلت من فين اصرف علي بنت الناس
2346,2377,تعال اشتغل عندنا في الشركه الوظايف مليانه علي الاخر
2347,2378,اشبك يا ابويا ناسي انه تخصصي طب ومالي في شغلكم وبعدين دراستي تحتاج وقت طويل ولسه انا دوبي في اول الطريق
